Date,Surplus,CreditOne,NavyFed,Prestige,Little CC,BestBuy,Apple Card
2025-05-01,1856.64,161.09,45.0,475.03,0.0,1175.52,0.0
2025-06-01,2133.54,0.0,825.48,0.0,0.0,1308.06,0.0
2025-07-01,1699.77,0.0,1699.77,0.0,0.0,0.0,0.0
2025-08-01,604.81,0.0,604.81,0.0,0.0,0.0,0.0
2025-09-01,1483.14,0.0,1483.14,0.0,0.0,0.0,0.0
2025-10-01,211.85,0.0,211.85,0.0,0.0,0.0,0.0
2025-11-01,5028.79,0.0,5028.79,0.0,0.0,0.0,0.0
2025-12-01,-2910.22,0.0,45.0,0.0,0.0,0.0,0.0
2026-01-01,2762.07,0.0,342.64,0.0,0.0,0.0,0.0
